1.274274985703133418e-04 9.763268838659324532e-07 3.956243703475903841e-09
2.069138081114789136e-04 3.622463822808154129e-07 1.891142621748315122e-09
3.359818286283782689e-04 1.364033096992168734e-07 9.106920606249791662e-10
5.455594781168520303e-04 5.230668467070022728e-08 4.425624223671681906e-10
8.858667904100822393e-04 1.907781290668209941e-08 2.097476352833410360e-10
1.438449888287662241e-03 7.210185010671478543e-09 1.011912188433169873e-10
2.335721469090122453e-03 2.551228504823186781e-09 4.723687340487836348e-11
3.792690190732249909e-03 9.598299856380538499e-10 2.273738227970637566e-11
6.158482110660260314e-03 3.429895091414172957e-10 1.066646634252245306e-11
9.999999999999995004e-03 1.280859586201329626e-10 5.115260465120027160e-12
1.623776739188721729e-02 4.856182180677744921e-11 2.471731650118097151e-12
2.636650898730358294e-02 1.603805490871162903e-11 1.114721873964246071e-12
4.281332398719391724e-02 7.061821733466372173e-12 5.804781707541586795e-13
6.951927961775601628e-02 1.880653094668215754e-12 2.350816368327308382e-13
1.128837891684688899e-01 6.333888990555517543e-13 1.070622645865513758e-13
1.832980710832435578e-01 1.671734658829277688e-13 4.316400328589057061e-14
2.976351441631316375e-01 1.166806105548535015e-13 2.829920481046868074e-14
4.832930238571749304e-01 2.536148656814760716e-14 1.035378353502422527e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
