1.274274985703133418e-04 3.152249637518484570e-07 2.247996930260579125e-09
2.069138081114789136e-04 1.372727289864261488e-07 1.164164597083702019e-09
3.359818286283782689e-04 5.880773876304882530e-08 5.979657874540370426e-10
5.455594781168520303e-04 2.503935860783002078e-08 3.062016583637745952e-10
8.858667904100822393e-04 1.022495133907673834e-08 1.535548031057686794e-10
1.438449888287662241e-03 4.242037153213216472e-09 7.761700070155577463e-11
2.335721469090122453e-03 1.608402201017327336e-09 3.750626295535958537e-11
3.792690190732249909e-03 6.571226613207409428e-10 1.881336706566087579e-11
6.158482110660260314e-03 2.491152044134581760e-10 9.090342915130372837e-12
9.999999999999995004e-03 9.478769505478316105e-11 4.400408272067762304e-12
1.623776739188721729e-02 3.811977203978394060e-11 2.189923684470839283e-12
2.636650898730358294e-02 1.448848438603580568e-11 1.059502909893447609e-12
4.281332398719391724e-02 5.868946440611659101e-12 5.291850793004021187e-13
6.951927961775601628e-02 1.910038299260531265e-12 2.369110935046737223e-13
1.128837891684688899e-01 5.790984219900028681e-13 1.023711052911797493e-13
1.832980710832435578e-01 2.451877499594206436e-13 5.227420393311675135e-14
2.976351441631316375e-01 6.863565326718795063e-14 2.170449930185056601e-14
4.832930238571749304e-01 4.649605870794024185e-14 1.401908917863737979e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
