1.274274985703133418e-04 5.384939496733081620e-07 2.938162599177263122e-09
2.069138081114789136e-04 2.038259126813110702e-07 1.418573857376464363e-09
3.359818286283782689e-04 8.050190872864207913e-08 6.996199501846363225e-10
5.455594781168520303e-04 3.227744447430885165e-08 3.476526224782527832e-10
8.858667904100822393e-04 1.229807521230251612e-08 1.684035928866518101e-10
1.438449888287662241e-03 4.764658402760019089e-09 8.225939433769001750e-11
2.335721469090122453e-03 1.828803155155178902e-09 3.999354909913374081e-11
3.792690190732249909e-03 7.373778060238050989e-10 1.992912989257068810e-11
6.158482110660260314e-03 2.590665441386273915e-10 9.270129793651511268e-12
9.999999999999995004e-03 1.084747113672392149e-10 4.707401513937768727e-12
1.623776739188721729e-02 4.076173643882756461e-11 2.264540913260901639e-12
2.636650898730358294e-02 1.526326964741528318e-11 1.087462935544711611e-12
4.281332398719391724e-02 5.200936276671130738e-12 4.981593473539736188e-13
6.951927961775601628e-02 2.174505140709967880e-12 2.527810880429924047e-13
1.128837891684688899e-01 6.876793761169859420e-13 1.115563256757036226e-13
1.832980710832435578e-01 1.783183636079600440e-13 4.457959090183903565e-14
2.976351441631316375e-01 1.029534799014159114e-13 2.658247420606380798e-14
4.832930238571749304e-01 2.958840099617220782e-14 1.118336438965611616e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
