1.274274985703133418e-04 4.185632191729666566e-07 2.590394703144962645e-09
2.069138081114789136e-04 1.669703964770097536e-07 1.283931912281968757e-09
3.359818286283782689e-04 6.804356953034489953e-08 6.432097819214407295e-10
5.455594781168520303e-04 2.832327030203304455e-08 3.256624133724854334e-10
8.858667904100822393e-04 1.121654562771339059e-08 1.608282529175565061e-10
1.438449888287662241e-03 4.398255461501318035e-09 7.903325120787836562e-11
2.335721469090122453e-03 1.765831453972106349e-09 3.929896285340829757e-11
3.792690190732249909e-03 6.883629189902483936e-10 1.925537764535805521e-11
6.158482110660260314e-03 2.584031214899460491e-10 9.258252620555788746e-12
9.999999999999995004e-03 9.887337156639806045e-11 4.494244162092442319e-12
1.623776739188721729e-02 3.962946598220479086e-11 2.232867452490547220e-12
2.636650898730358294e-02 1.417857028161250685e-11 1.048110074385326355e-12
4.281332398719391724e-02 5.773516417224712043e-12 5.248651288366447046e-13
6.951927961775601628e-02 1.851267890064416246e-12 2.332378308215021501e-13
1.128837891684688899e-01 4.705174678699633857e-13 9.227606731331787512e-14
1.832980710832435578e-01 1.671734658824526348e-13 4.316400328587059665e-14
2.976351441631316375e-01 1.166806105550485836e-13 2.829920481046868074e-14
4.832930238571749304e-01 2.958840099611214080e-14 1.118336438965611616e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
