1.274274985703133418e-04 3.771702040477403459e-07 2.458974927092939993e-09
2.069138081114789136e-04 1.522894019428845655e-07 1.226188093691766065e-09
3.359818286283782689e-04 6.258354581142762978e-08 6.168636496826789412e-10
5.455594781168520303e-04 2.607283594830866157e-08 3.124568674851692500e-10
8.858667904100822393e-04 1.048322706076856053e-08 1.554820566927739607e-10
1.438449888287662241e-03 4.136944836729647189e-09 7.664952848543577682e-11
2.335721469090122453e-03 1.704608966711855459e-09 3.861169340801935910e-11
3.792690190732249909e-03 6.684337890976384564e-10 1.897459454222355029e-11
6.158482110660260314e-03 2.653690592962188994e-10 9.382213067266300331e-12
9.999999999999995004e-03 9.866908774088524381e-11 4.489598947247322225e-12
1.623776739188721729e-02 3.736492506895387315e-11 2.168132856979180111e-12
2.636650898730358294e-02 1.495335554290775410e-11 1.076366084628824741e-12
4.281332398719391724e-02 5.916661452364633089e-12 5.313318835688840144e-13
6.951927961775601628e-02 1.763112276252600498e-12 2.276168161130866678e-13
1.128837891684688899e-01 5.610015963065443029e-13 1.007588611417551882e-13
1.832980710832435578e-01 2.563326476865118332e-13 5.344905183585613488e-14
2.976351441631316375e-01 9.608991457474589316e-14 2.568110990439557371e-14
4.832930238571749304e-01 3.381531542419681164e-14 1.195551942215470174e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
