1.274274985703133418e-04 3.875425048943655906e-07 2.492556911314440876e-09
2.069138081114789136e-04 1.604246672395594913e-07 1.258513352878066025e-09
3.359818286283782689e-04 6.701601495517852120e-08 6.383346156353839913e-10
5.455594781168520303e-04 2.858538412026673818e-08 3.271658421212322983e-10
8.858667904100822393e-04 1.145406705034000951e-08 1.625221807316956289e-10
1.438449888287662241e-03 4.463583117694230164e-09 7.961803150889099911e-11
2.335721469090122453e-03 1.784198200150198986e-09 3.950281212027118271e-11
3.792690190732249909e-03 6.829766676679855403e-10 1.917989567058933466e-11
6.158482110660260314e-03 2.600616781103790107e-10 9.287917075361287084e-12
9.999999999999995004e-03 1.039804672051880097e-10 4.608853178724095063e-12
1.623776739188721729e-02 4.013269729627743288e-11 2.246999666055697886e-12
2.636650898730358294e-02 1.441100586000306206e-11 1.056666216958521288e-12
4.281332398719391724e-02 6.012091475787178802e-12 5.355996781013706001e-13
6.951927961775601628e-02 1.910038299272850117e-12 2.369110935046737223e-13
1.128837891684688899e-01 5.610015963065443029e-13 1.007588611417551882e-13
1.832980710832435578e-01 2.117530567846406246e-13 4.857948292135765935e-14
2.976351441631316375e-01 1.098170452281834833e-13 2.745426130695289252e-14
4.832930238571749304e-01 2.958840099617220782e-14 1.118336438965611616e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
