1.274274985703133418e-04 3.879753520703650234e-07 2.493948494326763564e-09
2.069138081114789136e-04 1.534445306318402277e-07 1.230829681601839805e-09
3.359818286283782689e-04 6.274163113068481420e-08 6.176422535603211618e-10
5.455594781168520303e-04 2.633494976654581282e-08 3.140235258797389490e-10
8.858667904100822393e-04 1.050859342629196663e-08 1.556700537522236659e-10
1.438449888287662241e-03 4.207953158678392179e-09 7.730455260047425086e-11
2.335721469090122453e-03 1.671373902199312146e-09 3.823343103969901804e-11
3.792690190732249909e-03 6.307300298415609794e-10 1.843168591656137911e-11
6.158482110660260314e-03 2.497786270625991206e-10 9.102439185172117535e-12
9.999999999999995004e-03 9.948622304309616915e-11 4.508151088045864234e-12
1.623776739188721729e-02 3.623265461231858183e-11 2.135029648054829295e-12
2.636650898730358294e-02 1.588309785645786449e-11 1.109323673357829858e-12
4.281332398719391724e-02 6.489241592914824084e-12 5.564478759142318824e-13
6.951927961775601628e-02 1.880653094669051013e-12 2.350816368327308382e-13
1.128837891684688899e-01 5.429047706192281194e-13 9.912039648139628635e-14
1.832980710832435578e-01 2.340428522354970651e-13 5.107233743946051301e-14
2.976351441631316375e-01 7.549921859444320267e-14 2.276387091288375154e-14
4.832930238571749304e-01 4.226914428024601298e-14 1.336667706712846055e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
