1.274274985703133418e-04 3.898670545431357274e-07 2.500021137441868194e-09
2.069138081114789136e-04 1.653216230492204346e-07 1.277576999171093188e-09
3.359818286283782689e-04 7.047565136504518692e-08 6.546039861520905008e-10
5.455594781168520303e-04 2.960013904515595673e-08 3.329222445793059661e-10
8.858667904100822393e-04 1.194986419465772931e-08 1.660023611868773497e-10
1.438449888287662241e-03 4.705011412319568235e-09 8.174288533442830579e-11
2.335721469090122453e-03 1.785947414071864872e-09 3.952217150007310155e-11
3.792690190732249909e-03 7.104465494116716136e-10 1.956180887907088495e-11
6.158482110660260314e-03 2.809594915298764184e-10 9.653882377540725455e-12
9.999999999999995004e-03 1.084747113672827582e-10 4.707401513937338173e-12
1.623776739188721729e-02 4.051012078181717054e-11 2.257540770041722832e-12
2.636650898730358294e-02 1.472091996451609706e-11 1.067967781398711033e-12
4.281332398719391724e-02 5.773516417222678018e-12 5.248651288365844230e-13
6.951927961775601628e-02 1.645571457835732757e-12 2.198987357374968553e-13
1.128837891684688899e-01 5.248079449319119360e-13 9.745438881176615320e-14
1.832980710832435578e-01 2.006081590591332154e-13 4.728379654381874581e-14
2.976351441631316375e-01 8.922634924788079279e-14 2.474693671805141373e-14
4.832930238571749304e-01 3.381531542419681164e-14 1.195551942215470174e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
