1.274274985703133418e-04 3.558965669171302584e-07 2.388621359162875671e-09
2.069138081114789136e-04 1.538789380021042526e-07 1.232570713334027015e-09
3.359818286283782689e-04 6.542908155802771353e-08 6.307314815340712026e-10
5.455594781168520303e-04 2.742459435378632459e-08 3.204542565907731595e-10
8.858667904100822393e-04 1.122115769417079271e-08 1.608613145384179838e-10
1.438449888287662241e-03 4.365591633404427288e-09 7.873923243248945776e-11
2.335721469090122453e-03 1.736969424263603155e-09 3.897647430523087803e-11
3.792690190732249909e-03 6.738200404199472182e-10 1.905088996274177362e-11
6.158482110660260314e-03 2.700130178338959846e-10 9.463951377478316584e-12
9.999999999999995004e-03 9.846480391534339830e-11 4.484948921196720453e-12
1.623776739188721729e-02 3.925204249667578716e-11 2.222209313103896057e-12
2.636650898730358294e-02 1.363622059871552278e-11 1.027868801915243060e-12
4.281332398719391724e-02 6.107521499214471110e-12 5.398337335400198052e-13
6.951927961775601628e-02 1.674956662439949692e-12 2.218534296074454811e-13
1.128837891684688899e-01 5.067111192445957526e-13 9.575940057623890473e-14
1.832980710832435578e-01 2.228979545101480339e-13 4.984149783280432698e-14
2.976351441631316375e-01 8.236278392111322088e-14 2.377608773395737100e-14
4.832930238571749304e-01 3.804222985222141547e-14 1.268074328401959621e-14
7.847599703514610558e-01 0.000000000000000000e+00 0.000000000000000000e+00
